"sitters_user_id","counties","sitters_member_id","sitters_sitter_has_review_yes_no","sitters_average_rating","sitters_total_number_of_reviews","sitters_birth_date","sitters_gender","sitters_zipcode","sitters_pay_min","sitters_pay_max","sitter_profiles_nanny_pay_rate","sitters_care_type","sitter_profiles_nanny_pay_min","sitter_profiles_education_completed","sitters_background_check_submitted_ever_yes_no","sitter_profiles_years_of_experience","sitter_profiles_comfortable_with_pets_yes_no","sitter_profiles_sick_children_yes_no","sitter_profiles_smoker_yes_no","sitter_profiles_childcare_profile_completed_yes_no","sitter_profiles_childcare_reference_count","sitter_profiles_homework_help_yes_no","sitter_profiles_cpr_certified_yes_no","sitter_profiles_first_aid_training_yes_no","sitter_profiles_childcare_access_to_transportation_yes_no","special_needs_yes_no","sitters_city","NA","laundry","travel_with_family","potty_training","crafts","swimming_supervision","light_housekeeping","meal_preparation","age_range","mean_pay_rate_sitters"
"f6c94131-729b-533e-b5d9-92c6126535b1","Hampden",20300307,"No",NA,0,25,"female","01085","15","17",NA,"Babysitter",NA,NA,"No",0,"Yes","No","No","Yes",NA,"No","No","No","No","No","Westfield","Yes",NA,NA,NA,NA,NA,NA,NA,"25-34",16
"2fc32409-1ab0-5dee-b90e-3889269719dc","Franklin",17003032,"No",NA,0,56,"female","01301","15","25",NA,"Babysitter",NA,"Graduate Degree","No",20,"Yes","Yes","No","Yes",1,"Yes","No","No","Yes","Yes","Greenfield",NA,NA,"Yes","Yes","Yes","Yes","Yes","Yes","55-64",20
"fbe56f72-aeac-5c02-b8c6-c284ae0f01d5","Franklin",19828858,"No",NA,0,24,"female","01376",NA,NA,"{""min"":1500,""max"":3000}","Nanny","$15.00",NA,"No",9,"Yes","No","No","Yes",NA,"No","No","No","No","No","Turners Falls","Yes",NA,NA,NA,NA,NA,NA,NA,"18-24",NA
"c55ce614-7416-5ec0-a3e2-4d8fc97e8c6d","Hampden",16986233,"No",NA,0,23,"female","01085","10","20",NA,"Babysitter",NA,NA,"No",4,"Yes","No","No","Yes",NA,"No","No","No","Yes","No","Westfield","Yes",NA,NA,NA,NA,NA,NA,NA,"18-24",15
"abda3ba9-d05c-5eb3-b0cd-75f04fd96af6","Berkshire",20096727,"No",NA,0,26,"female","01201",NA,NA,"{""min"":0,""max"":0}","Nanny","$0.00","High School Degree","No",3,"Yes","No","No","Yes",NA,"No","No","No","No","No","Allendale","Yes",NA,NA,NA,NA,NA,NA,NA,"25-34",NA
"26c23065-84a4-5a04-af5d-b4bf8f1d5a9a","Franklin",20208815,"No",NA,0,19,"female","01351","18","26",NA,"Babysitter",NA,NA,"No",2,"Yes","No","No","Yes",NA,"No","No","No","No","No","Montague","Yes",NA,NA,NA,NA,NA,NA,NA,"18-24",22
"08b8af16-d658-57c3-905c-8eefcee19d5c","Franklin",18534457,"No",NA,0,23,"female","01054","15","20","{""min"":1500,""max"":2000}","Babysitter","$15.00","Some College","Yes",6,"Yes","Yes","No","Yes",NA,"No","No","No","Yes","No","Leverett",NA,"Yes",NA,"Yes","Yes",NA,"Yes","Yes","18-24",17.5
"57329c26-6660-5bef-b504-9a9c1cfa5d0c","Worcester",18216788,"No",NA,0,27,"female","01453","15","30",NA,"Babysitter",NA,"High School Degree","No",8,"Yes","Yes","No","Yes",NA,"Yes","No","No","Yes","No","Leominster",NA,"Yes","Yes","Yes","Yes","Yes","Yes","Yes","25-34",22.5
"951adeea-32fd-5bc6-8f36-a767f02c3b8b","Berkshire",19392521,"No",NA,0,29,"female","01201","15","30","{""min"":1500,""max"":3000}","Nanny","$15.00",NA,"No",10,"Yes","Yes","No","Yes",1,"Yes","No","No","Yes","Yes","Pittsfield",NA,"Yes",NA,"Yes","Yes",NA,"Yes","Yes","25-34",22.5
"2caa91a4-fe26-5ef5-a6b3-199daccfb513","Berkshire",11470629,"No",NA,0,30,"female","01201","10","15","{""min"":1000,""max"":2500}","Babysitter","$10.00","Some College","Yes",6,"Yes","Yes","No","Yes",NA,"Yes","No","No","Yes","Yes","Pittsfield",NA,"Yes","Yes",NA,"Yes","Yes","Yes",NA,"25-34",12.5
"9012f700-68ae-50f6-99bc-0872f8748355","Hampshire",18885905,"No",NA,0,24,"female","01002","17","20","{""min"":1800,""max"":2300}","Nanny","$18.00",NA,"No",7,"Yes","No","No","Yes",NA,"Yes","No","Yes","Yes","No","Amherst",NA,NA,NA,NA,"Yes","Yes",NA,NA,"18-24",18.5
"9d594808-12f4-5b89-a61f-740008a08875","Worcester",19761106,"No",NA,0,22,"female","01453",NA,NA,"{""min"":1600,""max"":2600}","Nanny","$16.00",NA,"No",6,"Yes","No","No","Yes",NA,"No","No","No","No","No","Leominster","Yes",NA,NA,NA,NA,NA,NA,NA,"18-24",NA
"b490686b-6aa3-55b8-957b-1aef4321f3fe","Hampshire",12762986,"No",NA,0,24,"female","01002","18","25",NA,"Babysitter",NA,"Some College","No",7,"Yes","Yes","No","Yes",NA,"Yes","Yes","Yes","Yes","Yes","Amherst",NA,"Yes","Yes","Yes","Yes","Yes","Yes","Yes","18-24",21.5
"0ce6634e-aee5-5f61-83c0-e5828c3ad36a","Worcester",18001841,"No",NA,0,23,"female","01453","18","25","{""min"":1800,""max"":3000}","Babysitter","$18.00","Some College","No",1,"Yes","Yes","No","Yes",NA,"Yes","No","No","Yes","No","Leominster",NA,"Yes","Yes",NA,NA,"Yes","Yes",NA,"18-24",21.5
"9cffcd73-9bfb-56fd-8cc9-a71f13385942","Worcester",20144857,"No",NA,0,20,"female","01453","10","20",NA,"Babysitter",NA,"Some College","No",3,"Yes","Yes","No","Yes",NA,"Yes","Yes","Yes","Yes","Yes","Leominster","Yes",NA,NA,NA,NA,NA,NA,NA,"18-24",15
"12c3291b-506f-50de-9797-2894089440ab","Hampshire",15066191,"No",NA,0,29,"female","01002","15","20","{""min"":2000,""max"":2500}","Babysitter","$20.00","College Degree","No",1,"Yes","Yes","No","Yes",1,"No","Yes","Yes","Yes","No","Amherst",NA,"Yes",NA,"Yes",NA,NA,"Yes","Yes","25-34",17.5
"206ad8fb-46e8-50ae-be31-25856abe0903","Hampshire",16228848,"No",NA,0,27,"female","01002","14","20",NA,"Babysitter",NA,"Some College","No",7,"Yes","Yes","No","Yes",NA,"Yes","Yes","Yes","Yes","Yes","Amherst",NA,"Yes",NA,NA,"Yes",NA,"Yes","Yes","25-34",17
"c4db6001-adcc-5ecb-8368-a9904df5ede5","Franklin",18398672,"No",NA,0,22,"female","01375","15","30",NA,"Babysitter",NA,NA,"No",0,"Yes","No","No","Yes",NA,"No","No","No","No","No","Sunderland","Yes",NA,NA,NA,NA,NA,NA,NA,"18-24",22.5
"0b3b1166-dca0-569a-b865-51278c13df55","Worcester",17848415,"No",NA,0,48,"female","01453",NA,NA,"{""min"":1500,""max"":2500}","Nanny","$15.00",NA,"No",25,"Yes","No","No","Yes",NA,"No","No","No","No","No","Leominster","Yes",NA,NA,NA,NA,NA,NA,NA,"45-54",NA
"c93f0cae-5b5f-5e24-bc37-fe561fcdeeed","Berkshire",18794393,"No",NA,0,26,"female","01201","15","30",NA,"Babysitter",NA,NA,"No",0,"Yes","No","No","Yes",NA,"No","No","No","No","No","Pittsfield","Yes",NA,NA,NA,NA,NA,NA,NA,"25-34",22.5
"04af17c4-f63f-5302-a14e-cbc89ec8e2e8","Worcester",19256541,"No",NA,0,24,"female","01453",NA,NA,"{""min"":2500,""max"":3500}","Nanny","$25.00",NA,"No",3,"Yes","Yes","No","Yes",NA,"Yes","No","No","Yes","Yes","Leominster","Yes",NA,NA,NA,NA,NA,NA,NA,"18-24",NA
"d2f02524-15ee-5bf4-b747-72d089d8bf32","Franklin",16608192,"No",NA,0,30,"female","01380","12","20","{""min"":1300,""max"":2000}","Babysitter","$13.00",NA,"No",15,"Yes","Yes","No","Yes",NA,"Yes","No","No","Yes","No","Wendell Depot",NA,"Yes",NA,"Yes","Yes","Yes","Yes","Yes","25-34",16
"0ab355f2-66b8-5e26-8be8-efcc7705b8d3","Hampden",15583597,"No",NA,0,29,"female","01085","12","18",NA,"Babysitter",NA,NA,"No",0,"Yes","Yes","No","Yes",NA,"Yes","No","No","Yes","Yes","Westfield","Yes",NA,NA,NA,NA,NA,NA,NA,"25-34",15
"533e9eee-fc8d-5aea-ab03-e4eccefe1696","Worcester",19330659,"No",NA,0,49,"female","01453",NA,NA,"{""min"":2500,""max"":5000}","Nanny","$25.00",NA,"No",24,"Yes","No","No","Yes",NA,"No","No","No","No","No","Leominster","Yes",NA,NA,NA,NA,NA,NA,NA,"45-54",NA
"7a7f3e13-4e7a-518d-a56e-f1c0eb682202","Franklin",16451956,"No",NA,0,28,"female","01375","15","20",NA,"Babysitter",NA,"College Degree","No",4,"Yes","Yes","No","Yes",2,"Yes","Yes","Yes","Yes","Yes","Sunderland",NA,"Yes",NA,"Yes","Yes",NA,"Yes","Yes","25-34",17.5
"8e76c1b2-7507-5afa-9df4-a5935ee869f8","Worcester",18168278,"No",NA,0,22,"female","01453","15","30",NA,"Babysitter",NA,NA,"No",3,"Yes","No","No","Yes",NA,"No","No","No","No","No","Leominster","Yes",NA,NA,NA,NA,NA,NA,NA,"18-24",22.5
"066373da-654e-5fd8-90f9-2d51036e35a6","Berkshire",15045743,"No",NA,0,29,"female","01201","15","20","{""min"":1700,""max"":2000}","Babysitter","$17.00","Graduate Degree","No",5,"Yes","No","No","Yes",NA,"Yes","Yes","No","Yes","Yes","Pittsfield","Yes",NA,NA,NA,NA,NA,NA,NA,"25-34",17.5
"1354c018-0827-55af-909f-75fadb3136a5","Berkshire",20487736,"No",NA,0,25,"female","01201","22","30","{""min"":2300,""max"":2500}","Nanny","$23.00","College Degree","No",0,"No","Yes","No","Yes",NA,"Yes","No","No","Yes","No","Allendale",NA,"Yes",NA,NA,NA,NA,"Yes","Yes","25-34",26
"730125d1-1eca-5156-8bef-eb0fd3d5d200","Franklin",19540934,"No",NA,0,22,"female","01367",NA,NA,"{""min"":2000,""max"":2500}","Nanny","$20.00",NA,"No",4,"Yes","No","No","Yes",NA,"No","No","No","No","No","Hoosac Tunnel","Yes",NA,NA,NA,NA,NA,NA,NA,"18-24",NA
"dc6f3444-7fa8-5d51-af33-696b9e6bb830","Hampden",19517817,"No",NA,0,26,"female","01085","17","20","{""min"":1600,""max"":2100}","Babysitter","$16.00","High School Degree","Yes",4,"Yes","No","No","Yes",NA,"Yes","No","No","Yes","No","Westfield",NA,"Yes",NA,"Yes","Yes",NA,"Yes",NA,"25-34",18.5
"a5644208-89a5-50b3-a9ec-b92dfd4880eb","Worcester",19130845,"No",NA,0,23,"female","01453",NA,NA,"{""min"":1500,""max"":2200}","Nanny","$15.00",NA,"No",4,"Yes","No","No","Yes",NA,"No","No","No","No","No","Leominster","Yes",NA,NA,NA,NA,NA,NA,NA,"18-24",NA
"98234699-e1bc-55f3-9cfd-43f17024247a","Hampden",20066107,"No",NA,0,34,"female","01085","17","30",NA,"Babysitter",NA,NA,"No",0,"Yes","No","No","Yes",NA,"No","No","No","No","No","Montgomery","Yes",NA,NA,NA,NA,NA,NA,NA,"25-34",23.5
"3b206d3a-72c7-5cdc-9c27-2d19d38b6c20","Worcester",18579847,"No",NA,0,29,"female","01453",NA,NA,"{""min"":1200,""max"":1800}","Nanny","$12.00",NA,"No",2,"Yes","No","No","Yes",NA,"No","No","No","Yes","No","Leominster","Yes",NA,NA,NA,NA,NA,NA,NA,"25-34",NA
"0bca322f-1a0f-5179-82ac-11c5a736480a","Worcester",20247222,"No",NA,0,21,"female","01453","19","30","{""min"":1800,""max"":2500}","Babysitter","$18.00","Some College","No",1,"Yes","No","No","Yes",NA,"Yes","Yes","Yes","Yes","No","Leominster",NA,NA,NA,"Yes","Yes","Yes",NA,"Yes","18-24",24.5
"e1031b99-512f-5447-8de5-e9e0cb2245c9","Hampshire",15089931,"No",NA,0,26,"female","01002","15","20","{""min"":1200,""max"":1500}","Babysitter","$12.00","Some College","Yes",7,"Yes","Yes","No","Yes",NA,"Yes","Yes","Yes","Yes","Yes","Amherst",NA,"Yes",NA,NA,"Yes","Yes","Yes","Yes","25-34",17.5
"a3c3689d-63f0-5160-a72f-c76a5ae64ba7","Franklin",18767157,"No",NA,0,66,"female","01054",NA,NA,"{""min"":0,""max"":0}","Nanny","$0.00",NA,"No",27,"Yes","No","No","Yes",NA,"No","No","No","No","No","Leverett","Yes",NA,NA,NA,NA,NA,NA,NA,"65 and over",NA
"ebc1b873-689a-576f-95ec-1db5cb0ae4d7","Franklin",19025899,"No",NA,0,67,"female","01376","20","50",NA,"Babysitter",NA,NA,"No",25,"Yes","No","No","Yes",NA,"No","No","No","No","No","Turners Falls","Yes",NA,NA,NA,NA,NA,NA,NA,"65 and over",35
"39147cfd-37ae-5982-b21c-bf281a1caf48","Franklin",19729603,"No",NA,0,26,"female","01054","22","26",NA,"Babysitter",NA,NA,"No",12,"Yes","No","No","Yes",NA,"No","No","No","No","No","East Leverett","Yes",NA,NA,NA,NA,NA,NA,NA,"25-34",24
"72bef2de-8507-5c46-9294-98f3a7a2cb31","Franklin",18936354,"No",NA,0,26,"female","01301","10","15",NA,"Babysitter",NA,NA,"No",1,"Yes","Yes","No","Yes",NA,"No","No","No","No","No","Greenfield","Yes",NA,NA,NA,NA,NA,NA,NA,"25-34",12.5
"c33d1133-c612-5b5b-a17a-fa3b3c195575","Berkshire",19481678,"No",NA,0,41,"female","01201","10","15","{""min"":1000,""max"":2500}","Babysitter","$10.00",NA,"No",25,"Yes","Yes","No","Yes",NA,"Yes","No","No","Yes","Yes","Allendale","Yes",NA,NA,NA,NA,NA,NA,NA,"35-44",12.5
"34e79680-a5ce-55a1-a1f8-9043b57482fe","Worcester",18983772,"No",NA,0,42,"female","01453",NA,NA,"{""min"":1700,""max"":2500}","Nanny","$17.00",NA,"No",21,"Yes","No","No","Yes",NA,"No","No","No","No","No","Leominster","Yes",NA,NA,NA,NA,NA,NA,NA,"35-44",NA
"75ba5342-a52c-511d-814d-07f29942fcae","Worcester",18944310,"No",NA,0,33,"female","01453","23","25","{""min"":2000,""max"":2500}","Nanny","$20.00","High School Degree","Yes",3,"Yes","No","No","Yes",NA,"Yes","Yes","Yes","Yes","Yes","Leominster",NA,NA,NA,NA,NA,NA,"Yes","Yes","25-34",24
"98c17593-f08d-5789-858c-0d389a5d96ff","Hampshire",20180158,"No",NA,0,52,"female","01002","20","25",NA,"Babysitter",NA,NA,"No",15,"Yes","No","No","Yes",NA,"No","No","No","No","No","Amherst","Yes",NA,NA,NA,NA,NA,NA,NA,"45-54",22.5
"ebdd988e-8d9d-5aec-9cdb-f5c9dcc13f7d","Hampden",18549742,"No",NA,0,31,"female","01085","12","25",NA,"Babysitter",NA,NA,"No",1,"Yes","No","No","Yes",NA,"No","No","No","No","No","Westfield","Yes",NA,NA,NA,NA,NA,NA,NA,"25-34",18.5
"82fd3d0f-0373-597a-adca-ec796909f56d","Hampshire",18552904,"No",NA,0,23,"female","01002","13","20",NA,"Babysitter",NA,NA,"No",2,"Yes","No","No","Yes",NA,"No","No","No","No","No","Amherst","Yes",NA,NA,NA,NA,NA,NA,NA,"18-24",16.5
"f29c3381-e290-5ca7-b63e-0ce0ba2304cd","Berkshire",20371696,"No",NA,0,19,"female","01201","18","30","{""min"":2000,""max"":5000}","Babysitter","$20.00",NA,"No",2,"Yes","Yes","No","Yes",NA,"Yes","Yes","Yes","Yes","No","Allendale",NA,"Yes","Yes",NA,"Yes","Yes","Yes","Yes","18-24",24
"a1cfb357-f1dc-52b9-a703-39ea7044a36c","Hampshire",18273015,"No",NA,0,29,"female","01002","15","25",NA,"Babysitter",NA,NA,"No",13,"Yes","No","No","No",NA,"No","No","No","No","No","Amherst","Yes",NA,NA,NA,NA,NA,NA,NA,"25-34",20
"6e0026a2-5228-5607-a08f-5fe02daaac8d","Berkshire",18823544,"No",NA,0,60,"female","01201","15","21","{""min"":1600,""max"":2500}","Nanny","$16.00",NA,"No",8,"Yes","Yes","No","Yes",1,"No","No","No","Yes","No","Pittsfield",NA,"Yes","Yes","Yes","Yes","Yes","Yes","Yes","55-64",18
"6f9193dc-f40b-58f1-a62d-d0e6533eeb40","Hampden",18556455,"No",NA,0,26,"female","01085","12","20","{""min"":1300,""max"":2000}","Nanny","$13.00","College Degree","No",8,"Yes","Yes","No","Yes",NA,"Yes","No","No","Yes","Yes","Westfield",NA,"Yes",NA,"Yes","Yes","Yes","Yes","Yes","25-34",16
"b6fc9cdd-6101-5348-8c06-a22da52f4f5c","Worcester",18964593,"No",NA,0,27,"female","01453","15","25",NA,"Babysitter",NA,"Some High School","No",4,"Yes","No","No","Yes",NA,"No","No","No","No","No","Leominster","Yes",NA,NA,NA,NA,NA,NA,NA,"25-34",20
"07b6fe98-fd72-573b-bab8-537df0fd6b5f","Worcester",17776700,"No",NA,0,22,"female","01453","14","20","{""min"":1300,""max"":2000}","Nanny","$13.00","Some High School","No",3,"Yes","Yes","No","Yes",1,"Yes","No","No","Yes","Yes","Leominster",NA,"Yes",NA,"Yes","Yes","Yes","Yes","Yes","18-24",17
"d7d34e41-6ab4-5b51-a642-732c8b9ee148","Franklin",19738500,"No",NA,0,59,"female","01376","15","20",NA,"Babysitter",NA,NA,"Yes",22,"Yes","No","No","Yes",NA,"No","No","No","Yes","No","Turners Falls","Yes",NA,NA,NA,NA,NA,NA,NA,"55-64",17.5
"e91f2624-16d1-53a9-bc1e-412e56dd994e","Franklin",16082056,"No",NA,0,24,"female","01375","18","30",NA,"Babysitter",NA,"College Degree","No",7,"Yes","No","No","Yes",NA,"Yes","Yes","Yes","Yes","Yes","Sunderland",NA,NA,"Yes",NA,"Yes",NA,NA,NA,"18-24",24
"813c7f73-1fa1-530c-8b2a-4bd5b1bfdabe","Hampshire",20352693,"No",NA,0,22,"female","01002","16","30",NA,"Babysitter",NA,"Some College","No",3,"Yes","Yes","No","Yes",NA,"Yes","No","Yes","Yes","Yes","Amherst",NA,"Yes",NA,"Yes","Yes","Yes","Yes","Yes","18-24",23
"74944d2c-c8f6-5d65-8809-4ce515c6196c","Worcester",14404826,"No",NA,0,25,"female","01453","10","25",NA,"Babysitter",NA,"Some College","No",5,"Yes","Yes","No","Yes",NA,"Yes","Yes","Yes","Yes","No","Leominster",NA,"Yes",NA,NA,"Yes",NA,"Yes","Yes","25-34",17.5
"b09ecb98-6585-5efe-a48b-3755317e921a","Hampden",19386931,"No",NA,0,22,"female","01085","12","14",NA,"Babysitter",NA,NA,"No",7,"Yes","No","No","Yes",NA,"No","No","No","No","No","Westfield","Yes",NA,NA,NA,NA,NA,NA,NA,"18-24",13
"620291bd-3ee9-5f21-92e7-e1b90a5653f0","Worcester",17122234,"No",NA,0,38,"female","01453","25","35","{""min"":2500,""max"":3500}","Babysitter","$25.00","Graduate Degree","No",26,"Yes","No","No","Yes",NA,"Yes","Yes","Yes","Yes","Yes","Leominster",NA,"Yes","Yes",NA,"Yes",NA,"Yes","Yes","35-44",30
"29bf106f-3bae-551b-b9f9-4f444aaa3d53","Hampshire",19957554,"No",NA,0,51,"female","01002","20","25",NA,"Babysitter",NA,NA,"No",4,"Yes","Yes","No","Yes",NA,"Yes","No","No","Yes","No","Amherst","Yes",NA,NA,NA,NA,NA,NA,NA,"45-54",22.5
"1235d608-773b-5d81-82b8-0963ac1b9f45","Worcester",19304778,"No",NA,0,21,"female","01453","14","21",NA,"Babysitter",NA,NA,"No",0,"Yes","No","No","Yes",NA,"No","No","No","No","No","Leominster","Yes",NA,NA,NA,NA,NA,NA,NA,"18-24",17.5
"d8552318-4f71-50fe-bede-aab2a7ae26f6","Hampshire",10616993,"No",NA,0,28,"female","01002","18","20","{""min"":1800,""max"":2000}","Babysitter","$18.00","College Degree","No",13,"Yes","Yes","No","Yes",NA,"Yes","No","No","Yes","No","Amherst",NA,"Yes","Yes","Yes","Yes","Yes","Yes","Yes","25-34",19
"d17e73d1-7bd7-59dd-bb55-2a20a6231ae6","Hampden",15178969,"No",NA,0,23,"female","01085","15","20",NA,"Babysitter",NA,NA,"No",6,"Yes","Yes","No","Yes",1,"Yes","Yes","Yes","Yes","No","Westfield",NA,"Yes",NA,"Yes","Yes","Yes","Yes","Yes","18-24",17.5
"0a2aa448-de20-580d-b17e-3041e1aa865f","Franklin",20351281,"No",NA,0,22,"female","01378","15","20",NA,"Babysitter",NA,"Some College","No",6,"Yes","No","No","Yes",NA,"No","No","No","Yes","No","Orange","Yes",NA,NA,NA,NA,NA,NA,NA,"18-24",17.5
"d7e4d0b3-bee9-5a40-bc4f-a5ace8bd4342","Franklin",17943065,"No",NA,0,26,"female","01375","18","25",NA,"Babysitter",NA,"Some College","No",6,"Yes","Yes","No","Yes",NA,"Yes","No","No","Yes","Yes","Sunderland","Yes",NA,NA,NA,NA,NA,NA,NA,"25-34",21.5
"0bce017b-6136-5832-89ea-b1e1682ecec2","Worcester",15412540,"No",NA,0,26,"female","01453","17","20",NA,"Babysitter",NA,"College Degree","No",9,"Yes","Yes","No","Yes",NA,"Yes","Yes","Yes","Yes","Yes","Leominster",NA,"Yes","Yes","Yes",NA,"Yes","Yes","Yes","25-34",18.5
"c55a3c15-5c0b-54fd-b401-a08889ee6b61","Hampden",17954469,"No",NA,0,31,"female","01085","18","21","{""min"":1800,""max"":2200}","Babysitter","$18.00","Some College","No",10,"Yes","Yes","No","Yes",1,"Yes","No","No","Yes","Yes","Westfield",NA,"Yes",NA,"Yes","Yes","Yes","Yes","Yes","25-34",19.5
"09db7b88-991e-5231-9324-6a6d98b7d2e5","Berkshire",20201023,"No",NA,0,28,"female","01201",NA,NA,"{""min"":2500,""max"":3500}","Nanny","$25.00","Some College","No",3,"Yes","Yes","No","Yes",NA,"Yes","Yes","Yes","No","Yes","Pittsfield","Yes",NA,NA,NA,NA,NA,NA,NA,"25-34",NA
"a008c820-fb4f-5d32-97ae-c772d499d987","Franklin",18098630,"No",NA,0,53,"female","01376","10","15","{""min"":1000,""max"":1500}","Nanny","$10.00","Some College","Yes",6,"Yes","No","No","Yes",1,"Yes","Yes","Yes","Yes","Yes","Turners Falls","Yes",NA,NA,NA,NA,NA,NA,NA,"45-54",12.5
"26a1e22d-664a-5456-bd2c-4867aef25d7d","Worcester",19791856,"No",NA,0,57,"female","01453",NA,NA,"{""min"":500,""max"":2000}","Nanny","$5.00",NA,"No",35,"Yes","No","No","Yes",NA,"No","No","No","No","No","Leominster","Yes",NA,NA,NA,NA,NA,NA,NA,"55-64",NA
"b7c97c5d-7d8b-55cb-b6e8-6575a14c71ea","Hampshire",19719665,"No",NA,0,23,"female","01002","24","50","{""min"":2500,""max"":5000}","Babysitter","$25.00","Some College","No",7,"Yes","Yes","No","Yes",2,"Yes","Yes","Yes","Yes","Yes","Amherst",NA,"Yes","Yes","Yes","Yes","Yes","Yes","Yes","18-24",37
"95175526-8577-5c14-972e-7821a65a2ffb","Worcester",19880934,"No",NA,0,20,"female","01453","15","20",NA,"Babysitter",NA,NA,"No",0,"Yes","No","No","Yes",NA,"No","No","No","Yes","No","Leominster","Yes",NA,NA,NA,NA,NA,NA,NA,"18-24",17.5
"329699a1-d7f8-5554-b7ce-23c5503b02c5","Hampshire",20081397,"No",NA,0,19,"female","01002","17","23",NA,"Babysitter",NA,"Some College","Yes",5,"Yes","Yes","No","Yes",NA,"Yes","Yes","Yes","Yes","No","Amherst",NA,"Yes",NA,"Yes","Yes","Yes","Yes","Yes","18-24",20
"248e8e86-7007-5739-b3f5-3d12ea94ed1f","Hampshire",16726110,"No",NA,0,23,"female","01002","15","22",NA,"Babysitter",NA,"Some High School","No",3,"Yes","Yes","No","Yes",NA,"Yes","Yes","No","No","No","Amherst",NA,"Yes",NA,NA,"Yes",NA,"Yes","Yes","18-24",18.5
"bbbac440-f0ad-57e6-82dc-3e3c01a7b62d","Worcester",20068890,"No",NA,0,23,"female","01453","20","25",NA,"Babysitter",NA,NA,"No",2,"Yes","No","No","Yes",NA,"No","No","No","No","No","Leominster","Yes",NA,NA,NA,NA,NA,NA,NA,"18-24",22.5
"d7740a1e-13dc-5c2c-a36a-b07ef2b08e04","Hampden",18105968,"No",NA,0,27,"female","01085",NA,NA,"{""min"":1500,""max"":2500}","Nanny","$15.00",NA,"No",4,"Yes","No","No","Yes",NA,"No","No","No","No","No","Westfield","Yes",NA,NA,NA,NA,NA,NA,NA,"25-34",NA
"627f3dc3-e48c-5c4d-8e32-63d4c3f071a4","Worcester",19386097,"No",NA,0,22,"male","01453","15","20",NA,"Babysitter",NA,"Some College","No",5,"Yes","No","No","Yes",2,"Yes","Yes","Yes","Yes","Yes","Leominster",NA,"Yes",NA,NA,"Yes","Yes","Yes","Yes","18-24",17.5
"2f6b15cf-eb1b-586e-88e8-342e0a983864","Hampden",19467436,"No",NA,0,20,"female","01085","13","20",NA,"Babysitter",NA,NA,"No",2,"Yes","No","No","Yes",NA,"No","No","No","Yes","No","Westfield","Yes",NA,NA,NA,NA,NA,NA,NA,"18-24",16.5
"8878d0a9-5dab-567f-8ac8-8623989c9779","Franklin",13114524,"No",NA,0,28,"female","01373","15","20","{""min"":1800,""max"":2500}","Nanny","$18.00",NA,"Yes",12,"Yes","No","No","Yes",NA,"Yes","Yes","Yes","Yes","Yes","S Deerfield",NA,"Yes",NA,"Yes","Yes","Yes","Yes","Yes","25-34",17.5
"5b6e9b96-db6f-5b4a-856c-43821f7e24c4","Worcester",19365986,"No",NA,0,24,"female","01453","20","25",NA,"Babysitter",NA,"College Degree","No",5,"Yes","Yes","No","Yes",NA,"Yes","Yes","Yes","No","Yes","Leominster",NA,"Yes",NA,NA,"Yes","Yes","Yes","Yes","18-24",22.5
"6b61455f-e7e2-5c5c-84ae-fe4a35543c4f","Hampden",19364669,"No",NA,0,27,"female","01085","15","50",NA,"Babysitter",NA,NA,"No",8,"Yes","No","No","Yes",NA,"No","No","No","No","No","Westfield","Yes",NA,NA,NA,NA,NA,NA,NA,"25-34",32.5
"6026ca5a-72cc-5b85-889e-64e96fef79ef","Hampshire",20180416,"No",NA,0,32,"female","01002","18","27",NA,"Babysitter",NA,NA,"No",14,"Yes","Yes","No","Yes",NA,"Yes","Yes","Yes","Yes","Yes","Amherst",NA,"Yes",NA,"Yes","Yes","Yes","Yes","Yes","25-34",22.5
"8ddb91bd-90d8-5f67-a20d-ebbda3436de0","Franklin",18529890,"Yes",5,1,24,"female","01351","15","25","{""min"":1500,""max"":3500}","Nanny","$15.00",NA,"Yes",8,"Yes","Yes","No","Yes",NA,"Yes","No","No","Yes","Yes","Montague",NA,"Yes",NA,NA,"Yes","Yes","Yes","Yes","18-24",20
"e176a086-23cd-5699-abf8-86c570df8ec2","Worcester",20104008,"No",NA,0,24,"female","01453","15","20",NA,"Babysitter",NA,"Some College","No",4,"Yes","No","No","Yes",NA,"No","Yes","Yes","Yes","No","Leominster","Yes",NA,NA,NA,NA,NA,NA,NA,"18-24",17.5
"40d3b264-963b-5d9f-a6d9-0fe5265e2498","Hampshire",17719884,"No",NA,0,22,"female","01002","13","18",NA,"Babysitter",NA,NA,"No",1,"Yes","No","No","Yes",NA,"Yes","No","No","Yes","No","Amherst","Yes",NA,NA,NA,NA,NA,NA,NA,"18-24",15.5
"51aaa568-d912-562c-ba66-7d1cf99d8fad","Worcester",18964687,"No",NA,0,25,"female","01453","18","30",NA,"Babysitter",NA,NA,"No",8,"Yes","No","No","Yes",NA,"No","No","No","No","No","Leominster","Yes",NA,NA,NA,NA,NA,NA,NA,"25-34",24
"efea3f56-4968-5046-89b7-c2b978d31f17","Worcester",16753789,"No",NA,0,21,"female","01453","15","20",NA,"Babysitter",NA,"Some College","No",6,"Yes","Yes","No","Yes",1,"Yes","No","No","Yes","No","Leominster",NA,"Yes",NA,NA,"Yes",NA,"Yes",NA,"18-24",17.5
