"sitters_user_id","counties","sitters_member_id","sitters_sitter_has_review_yes_no","sitters_average_rating","sitters_total_number_of_reviews","sitters_birth_date","sitters_gender","sitters_zipcode","sitters_pay_min","sitters_pay_max","sitter_profiles_nanny_pay_rate","sitters_care_type","sitter_profiles_nanny_pay_min","sitter_profiles_education_completed","sitters_background_check_submitted_ever_yes_no","sitter_profiles_years_of_experience","sitter_profiles_comfortable_with_pets_yes_no","sitter_profiles_sick_children_yes_no","sitter_profiles_smoker_yes_no","sitter_profiles_childcare_profile_completed_yes_no","sitter_profiles_childcare_reference_count","sitter_profiles_homework_help_yes_no","sitter_profiles_cpr_certified_yes_no","sitter_profiles_first_aid_training_yes_no","sitter_profiles_childcare_access_to_transportation_yes_no","special_needs_yes_no","sitters_city","NA","laundry","travel_with_family","potty_training","crafts","swimming_supervision","light_housekeeping","meal_preparation","age_range","mean_pay_rate_sitters"
"4ef6c3bb-d76a-5f17-a656-a18316e14934","Berkshire",15838114,"No",NA,0,27,"female","01201","5","20","{""min"":1500,""max"":2000}","Babysitter","$15.00","Graduate Degree","Yes",3,"Yes","Yes","No","Yes",NA,"Yes","No","No","Yes","Yes","Pittsfield",NA,"Yes",NA,NA,"Yes","Yes",NA,"Yes","25-34",12.5
"d0069af5-76bf-50be-8903-ec00dc696af9","Franklin",20379404,"No",NA,0,21,"female","01364","15","20",NA,"Babysitter",NA,"High School Degree","No",7,"Yes","No","No","Yes",NA,"No","No","No","No","No","Blissville",NA,NA,NA,NA,"Yes","Yes","Yes","Yes","18-24",17.5
"a01f9deb-1282-5a6b-981a-ccc543a47f95","Franklin",16221049,"No",NA,0,22,"female","01367","12","30",NA,"Babysitter",NA,"High School Degree","No",3,"Yes","Yes","No","Yes",NA,"Yes","No","No","Yes","No","Rowe",NA,"Yes","Yes","Yes","Yes",NA,NA,"Yes","18-24",21
"c51720de-bd35-5fee-9f6d-f3a68b282ef2","Franklin",20185314,"No",NA,0,19,"female","01373","15","20",NA,"Babysitter",NA,"Some High School","No",5,"Yes","Yes","No","Yes",NA,"Yes","Yes","Yes","Yes","Yes","S Deerfield",NA,"Yes","Yes",NA,"Yes","Yes","Yes","Yes","18-24",17.5
"29c74f49-8439-56bb-9a4a-35a09d52e384","Hampshire",15547835,"No",NA,0,24,"female","01002","15","20",NA,"Babysitter",NA,"Some College","Yes",6,"Yes","Yes","No","Yes",NA,"Yes","Yes","No","Yes","No","Amherst",NA,NA,"Yes",NA,"Yes","Yes","Yes","Yes","18-24",17.5
"11a96f47-5183-52f1-a6df-d1e8795c4757","Hampshire",19561329,"No",NA,0,24,"female","01002","16","22",NA,"Babysitter",NA,NA,"No",3,"Yes","No","No","Yes",NA,"No","No","No","No","No","Amherst","Yes",NA,NA,NA,NA,NA,NA,NA,"18-24",19
"204ee3e4-8063-524d-8e3d-d8ae2a55cb36","Worcester",16608127,"No",NA,0,25,"female","01453","17","30",NA,"Babysitter",NA,"Some College","No",1,"Yes","No","No","Yes",NA,"Yes","No","No","Yes","No","Leominster",NA,"Yes","Yes","Yes","Yes","Yes","Yes","Yes","25-34",23.5
"78c6b7ea-7239-5985-a6a7-d47967576545","Worcester",19426462,"No",NA,0,22,"female","01453","15","20",NA,"Babysitter",NA,NA,"No",5,"Yes","No","No","Yes",NA,"No","No","No","No","No","Leominster","Yes",NA,NA,NA,NA,NA,NA,NA,"18-24",17.5
"219f5eb2-6418-5810-8afe-c143df30693b","Hampden",12320969,"No",NA,0,24,"female","01085","10","20","{""min"":1000,""max"":2000}","Babysitter","$10.00","Some College","No",4,"Yes","Yes","No","Yes",1,"Yes","Yes","Yes","Yes","No","Westfield",NA,NA,"Yes","Yes","Yes","Yes","Yes","Yes","18-24",15
"4b94f6b8-e7a2-5cb6-870d-367f8ab62219","Hampden",17870490,"No",NA,0,22,"female","01085","14","25","{""min"":1500,""max"":2500}","Nanny","$15.00","Some College","No",4,"Yes","No","No","Yes",NA,"Yes","Yes","Yes","Yes","Yes","Westfield",NA,"Yes",NA,NA,"Yes",NA,"Yes","Yes","18-24",19.5
"889a4a4f-beae-5a6a-b6d5-01a302d2ea33","Hampshire",15349338,"No",NA,0,24,"female","01002","12","18",NA,"Babysitter",NA,NA,"No",5,"Yes","No","No","Yes",NA,"Yes","No","No","Yes","Yes","Amherst","Yes",NA,NA,NA,NA,NA,NA,NA,"18-24",15
"056e8d50-d659-5930-a817-afae15700bbd","Worcester",12268361,"No",NA,0,36,"male","01453",NA,NA,"{""min"":1800,""max"":3000}","Nanny","$18.00","Some College","No",1,"Yes","Yes","No","Yes",NA,"Yes","Yes","Yes","Yes","Yes","Leominster",NA,"Yes",NA,"Yes",NA,"Yes",NA,"Yes","35-44",NA
"9aa3acfb-e1c3-53df-8440-5315d35d44ae","Berkshire",19351606,"No",NA,0,28,"female","01201",NA,NA,"{""min"":1600,""max"":2000}","Nanny","$16.00",NA,"No",6,"Yes","No","No","Yes",NA,"No","No","No","No","No","Pittsfield","Yes",NA,NA,NA,NA,NA,NA,NA,"25-34",NA
"9cd76278-cd91-5058-9623-557add513ba0","Franklin",18608895,"No",NA,0,23,"female","01330",NA,NA,"{""min"":1500,""max"":2500}","Nanny","$15.00","Some College","Yes",7,"Yes","Yes","No","Yes",2,"Yes","Yes","Yes","No","Yes","Ashfield",NA,"Yes",NA,"Yes","Yes",NA,"Yes","Yes","18-24",NA
"18ddbb3c-b9f2-5f77-b19d-41760018936e","Worcester",18536425,"No",NA,0,25,"female","01453","5","10","{""min"":1300,""max"":1400}","Babysitter","$13.00","Some College","No",2,"Yes","Yes","Yes","Yes",1,"Yes","No","No","No","Yes","Leominster",NA,"Yes","Yes","Yes","Yes","Yes","Yes","Yes","25-34",7.5
"0eb5f05c-e4bd-526f-b06b-bb68983a1154","Franklin",12897775,"No",NA,0,28,"female","01375","20","25","{""min"":1000,""max"":1500}","Babysitter","$10.00","College Degree","No",15,"Yes","Yes","No","Yes",1,"Yes","Yes","Yes","Yes","No","Sunderland",NA,"Yes",NA,NA,"Yes","Yes","Yes",NA,"25-34",22.5
"3fe47907-e05f-55b3-a5b7-1263a85a41af","Worcester",20430176,"No",NA,0,48,"female","01453","20","25",NA,"Babysitter",NA,NA,"No",23,"Yes","No","No","Yes",NA,"No","No","No","No","No","Leominster","Yes",NA,NA,NA,NA,NA,NA,NA,"45-54",22.5
"81fbcdcf-9622-5715-92f6-c756693dccfc","Franklin",19332772,"No",NA,0,55,"female","01364",NA,NA,"{""min"":1500,""max"":1700}","Nanny","$15.00",NA,"No",35,"Yes","No","No","Yes",NA,"No","No","No","No","No","Orange","Yes",NA,NA,NA,NA,NA,NA,NA,"55-64",NA
"5e91a861-90ba-528a-8f00-b7cac5aebb69","Hampden",20574487,"No",NA,0,18,"female","01085","15","30",NA,"Babysitter",NA,NA,"No",1,"Yes","No","No","Yes",NA,"No","No","No","No","No","Montgomery","Yes",NA,NA,NA,NA,NA,NA,NA,"18-24",22.5
"2157be43-2e89-5b00-9452-637e40a3db62","Franklin",18136076,"No",NA,0,22,"female","01337","12","20","{""min"":1200,""max"":2000}","Babysitter","$12.00","Some High School","No",4,"Yes","Yes","No","Yes",1,"Yes","Yes","Yes","Yes","Yes","Bernardston",NA,NA,NA,"Yes","Yes","Yes","Yes","Yes","18-24",16
"697c9291-a2a6-5dc1-bec2-f6bdd50e96e4","Berkshire",18530704,"No",NA,0,32,"female","01201","25","45","{""min"":3000,""max"":4000}","Babysitter","$30.00","Some College","No",10,"Yes","No","No","Yes",NA,"Yes","Yes","Yes","Yes","Yes","Pittsfield",NA,NA,NA,"Yes",NA,NA,NA,NA,"25-34",35
"850adfec-6cf6-52c7-ab6a-d1a5f39744a4","Hampden",19121798,"No",NA,0,24,"female","01085","15","20",NA,"Babysitter",NA,"Some College","No",3,"Yes","Yes","No","Yes",NA,"Yes","No","No","Yes","Yes","Westfield",NA,"Yes",NA,"Yes","Yes","Yes","Yes","Yes","18-24",17.5
"11860a99-9996-5ad9-816b-5a025fc224db","Worcester",13403794,"No",NA,0,24,"female","01453","15","25","{""min"":2000,""max"":3000}","Nanny","$20.00","High School Degree","Yes",5,"Yes","Yes","No","Yes",2,"Yes","Yes","Yes","Yes","Yes","Leominster",NA,"Yes","Yes","Yes","Yes","Yes","Yes","Yes","18-24",20
"526f6ff9-c3c3-5f87-9e59-6bb5ec41e265","Hampshire",18457611,"No",NA,0,38,"female","01002","15","25",NA,"Babysitter",NA,"College Degree","No",1,"Yes","Yes","No","Yes",1,"Yes","No","No","Yes","No","Amherst",NA,"Yes",NA,NA,NA,NA,"Yes","Yes","35-44",20
"3a44dd32-fca4-58f6-af0f-1127260b353f","Worcester",11002444,"No",NA,0,29,"female","01453","10","12",NA,"Babysitter",NA,NA,"No",5,"Yes","Yes","No","Yes",NA,"Yes","No","No","Yes","No","Leominster",NA,"Yes",NA,"Yes","Yes","Yes","Yes","Yes","25-34",11
"ac4b87bd-a514-5f0d-899d-30f044c10715","Berkshire",20028213,"No",NA,0,41,"female","01201","10","25",NA,"Babysitter",NA,NA,"No",10,"Yes","No","No","Yes",NA,"No","No","No","No","No","Pittsfield","Yes",NA,NA,NA,NA,NA,NA,NA,"35-44",17.5
"701f6556-e088-516a-a8ed-48fa513c5dbd","Worcester",13801235,"Yes",5,1,25,"female","01453","10","20","{""min"":1000,""max"":1000}","Babysitter","$10.00","Some College","Yes",1,"Yes","No","No","Yes",2,"Yes","Yes","Yes","Yes","No","Leominster",NA,"Yes","Yes","Yes","Yes","Yes","Yes","Yes","25-34",15
"9e43e2bf-cb1a-5c91-bbdc-06173e517fd2","Worcester",14165159,"No",NA,0,44,"female","01453","14","20","{""min"":1500,""max"":1800}","Babysitter","$15.00","Some Graduate School","No",4,"Yes","Yes","No","Yes",1,"Yes","Yes","Yes","Yes","Yes","Leominster",NA,"Yes","Yes","Yes",NA,NA,"Yes","Yes","35-44",17
"176ed6c5-7b14-5efd-9e6b-48f3d91daa1e","Worcester",17086338,"No",NA,0,31,"female","01453","15","25","{""min"":1500,""max"":2500}","Babysitter","$15.00","College Degree","No",10,"No","No","No","Yes",1,"Yes","Yes","Yes","Yes","No","Leominster","Yes",NA,NA,NA,NA,NA,NA,NA,"25-34",20
"2d886e67-0297-5543-a9d4-32751510e53b","Franklin",11332722,"No",NA,0,26,"female","01301","10","13","{""min"":1000,""max"":1300}","Babysitter","$10.00","Some College","Yes",5,"Yes","Yes","No","Yes",NA,"Yes","Yes","Yes","No","Yes","Greenfield",NA,"Yes",NA,"Yes","Yes",NA,"Yes","Yes","25-34",11.5
"d80cc789-0909-552b-a03e-d0a22d6b7d57","Worcester",14124927,"No",NA,0,35,"female","01453",NA,NA,"{""min"":1000,""max"":1500}","Nanny","$10.00","College Degree","No",6,"Yes","Yes","No","Yes",NA,"Yes","Yes","Yes","Yes","Yes","Leominster",NA,"Yes",NA,"Yes","Yes","Yes","Yes","Yes","35-44",NA
"a90b3273-7b14-5db9-a471-8dcf9c0a8e1f","Hampden",20407868,"No",NA,0,19,"female","01085","10","20",NA,"Babysitter",NA,NA,"No",1,"Yes","No","No","Yes",NA,"No","No","No","No","No","Montgomery","Yes",NA,NA,NA,NA,NA,NA,NA,"18-24",15
"6a07da49-9237-58be-ad0a-a28304bc248c","Berkshire",16954010,"No",NA,0,25,"female","01201","12","13","{""min"":1200,""max"":1300}","Nanny","$12.00","High School Degree","No",20,"Yes","Yes","Yes","Yes",NA,"No","No","No","Yes","Yes","Pittsfield",NA,"Yes",NA,NA,NA,NA,"Yes","Yes","25-34",12.5
"423df4f9-42d3-5ee8-8690-e2fa1feea599","Franklin",12173780,"No",NA,0,37,"female","01301","15","25","{""min"":1500,""max"":1600}","Babysitter","$15.00",NA,"No",15,"Yes","Yes","No","Yes",NA,"Yes","Yes","Yes","Yes","Yes","Greenfield","Yes",NA,NA,NA,NA,NA,NA,NA,"35-44",20
"f521e163-43c3-5d40-84d8-d8e8e8abb566","Hampshire",15756943,"No",NA,0,23,"female","01002","13","15","{""min"":1500,""max"":2000}","Babysitter","$15.00","Some College","Yes",7,"Yes","Yes","No","Yes",1,"Yes","No","No","Yes","Yes","Amherst",NA,"Yes",NA,NA,"Yes","Yes","Yes","Yes","18-24",14
"f6bd0719-1e02-5a5a-a6ad-77363aa5785c","Hampshire",17228418,"No",NA,0,28,"female","01002","15","20","{""min"":1700,""max"":2000}","Nanny","$17.00","College Degree","No",8,"Yes","Yes","No","Yes",2,"Yes","No","Yes","Yes","Yes","Amherst",NA,"Yes","Yes","Yes","Yes","Yes","Yes","Yes","25-34",17.5
"f7388dfa-0856-525c-9066-15e1e62616ed","Hampshire",19953767,"No",NA,0,27,"female","01002","18","22",NA,"Babysitter",NA,NA,"No",15,"Yes","No","No","Yes",NA,"No","No","No","No","No","Amherst","Yes",NA,NA,NA,NA,NA,NA,NA,"25-34",20
"ab842d14-fcdc-50d0-ae97-cc56fda2d89a","Hampden",18490561,"No",NA,0,25,"female","01085","15","20","{""min"":1700,""max"":3500}","Babysitter","$17.00","College Degree","No",5,"Yes","Yes","No","Yes",NA,"Yes","Yes","Yes","Yes","Yes","Westfield",NA,"Yes","Yes",NA,NA,"Yes","Yes","Yes","25-34",17.5
"96bb41e6-0125-54ba-955b-a85f3cd68599","Franklin",19631465,"No",NA,0,21,"female","01054","13","15",NA,"Babysitter",NA,NA,"No",7,"Yes","No","No","Yes",NA,"No","No","No","No","No","East Leverett","Yes",NA,NA,NA,NA,NA,NA,NA,"18-24",14
"e35fde2f-d612-5d2f-956d-449af2d6ae06","Franklin",14409568,"No",NA,0,24,"female","01351","12","20",NA,"Babysitter",NA,"Some College","No",4,"Yes","No","No","Yes",NA,"Yes","Yes","Yes","Yes","No","Montague",NA,NA,NA,NA,"Yes",NA,NA,"Yes","18-24",16
"9cb88e37-34cd-52e6-91e5-d2bfff5d8c09","Franklin",20534889,"No",NA,0,19,"female","01301","15","35",NA,"Babysitter",NA,"High School Degree","Yes",3,"Yes","No","No","Yes",NA,"No","No","No","No","No","Greenfield","Yes",NA,NA,NA,NA,NA,NA,NA,"18-24",25
"6eadf2d5-c059-5575-8537-2bb9c0e47772","Hampshire",12693846,"No",NA,0,25,"female","01002","15","25",NA,"Babysitter",NA,"College Degree","No",7,"Yes","Yes","No","Yes",2,"Yes","No","Yes","Yes","Yes","Amherst",NA,"Yes","Yes",NA,"Yes",NA,"Yes","Yes","25-34",20
"3bfea666-e9e5-5450-88bd-a47d0c7680dc","Berkshire",12882614,"No",NA,0,27,"female","01201","14","20","{""min"":1400,""max"":2000}","Babysitter","$14.00","High School Degree","No",3,"Yes","Yes","No","Yes",NA,"Yes","Yes","Yes","Yes","Yes","Pittsfield",NA,"Yes","Yes","Yes","Yes","Yes","Yes","Yes","25-34",17
"60021654-a74d-5f6f-a963-f2eb2f1f11e0","Berkshire",15148411,"Yes",5,2,44,"female","01201","20","25","{""min"":1800,""max"":2200}","Nanny","$18.00","Graduate Degree","Yes",26,"Yes","Yes","No","Yes",2,"Yes","Yes","Yes","Yes","Yes","Pittsfield",NA,"Yes","Yes","Yes","Yes","Yes","Yes","Yes","35-44",22.5
"73a16bf0-5aec-596f-bdff-1bc0f4c3ccb7","Worcester",17087433,"No",NA,0,47,"female","01453","25","30","{""min"":2500,""max"":3000}","Nanny","$25.00","Some College","No",12,"No","Yes","No","Yes",NA,"Yes","Yes","Yes","Yes","No","Leominster",NA,"Yes","Yes",NA,"Yes","Yes","Yes","Yes","45-54",27.5
"e62bd8d7-ecf1-5ee7-a195-cf8fb5faa35a","Hampden",18560008,"No",NA,0,24,"female","01085","13","20",NA,"Babysitter",NA,NA,"No",6,"Yes","No","No","Yes",NA,"No","No","No","No","No","Westfield","Yes",NA,NA,NA,NA,NA,NA,NA,"18-24",16.5
"a07d5c4e-828b-565e-9c0b-cd8d6dc9c0a6","Worcester",16921109,"No",NA,0,25,"female","01453","20","25","{""min"":1500,""max"":3000}","Nanny","$15.00","High School Degree","No",2,"Yes","Yes","No","Yes",NA,"Yes","Yes","Yes","Yes","Yes","Leominster",NA,"Yes","Yes","Yes","Yes","Yes","Yes","Yes","25-34",22.5
"6401b7eb-7c24-5f21-a033-0266e26ff0b3","Worcester",19911069,"No",NA,0,43,"female","01453",NA,NA,"{""min"":2500,""max"":3000}","Nanny","$25.00","High School Degree","No",5,"Yes","Yes","No","Yes",2,"Yes","Yes","Yes","Yes","No","Leominster",NA,"Yes",NA,NA,NA,NA,"Yes","Yes","35-44",NA
"1461c88e-cfb7-5f5a-997a-4587c7791a98","Franklin",15739204,"No",NA,0,34,"female","01301","15","30",NA,"Babysitter",NA,NA,"No",3,"Yes","Yes","No","Yes",NA,"Yes","No","No","Yes","Yes","Greenfield","Yes",NA,NA,NA,NA,NA,NA,NA,"25-34",22.5
"7adec856-7f08-5c93-9ca4-4c2a98d17d07","Hampshire",18397253,"No",NA,0,24,"male","01002","14","18",NA,"Babysitter",NA,NA,"No",0,"Yes","No","No","Yes",NA,"No","No","No","No","No","Amherst","Yes",NA,NA,NA,NA,NA,NA,NA,"18-24",16
"078cb68b-281a-5568-84dd-8990af3236f3","Hampshire",18924966,"No",NA,0,31,"female","01002","15","18",NA,"Babysitter",NA,NA,"No",2,"Yes","No","No","Yes",NA,"No","No","No","No","No","Amherst","Yes",NA,NA,NA,NA,NA,NA,NA,"25-34",16.5
"cbd5780b-af62-5b71-9a5d-7962a44ca5bb","Hampshire",19024836,"No",NA,0,25,"female","01002","15","20",NA,"Babysitter",NA,NA,"No",3,"Yes","No","No","Yes",NA,"No","No","No","No","No","Amherst","Yes",NA,NA,NA,NA,NA,NA,NA,"25-34",17.5
"4e406344-6229-507a-b263-53e170d3688d","Hampshire",17981525,"No",NA,0,24,"female","01002","15","20","{""min"":1500,""max"":2500}","Babysitter","$15.00","Some College","No",10,"Yes","Yes","No","Yes",2,"Yes","No","No","Yes","No","Amherst",NA,NA,"Yes","Yes","Yes","Yes","Yes",NA,"18-24",17.5
"29077a16-62a5-53ad-acb6-71fbec23f2da","Franklin",11750771,"No",NA,0,29,"female","01364","8","12",NA,"Babysitter",NA,"Some College","No",3,"Yes","Yes","No","Yes",1,"Yes","Yes","No","Yes","Yes","Orange",NA,"Yes",NA,"Yes","Yes","Yes","Yes","Yes","25-34",10
"354c213a-06f4-5cb7-8f37-2bff3acf1dc7","Hampden",17845930,"Yes",5,2,32,"female","01085","15","20","{""min"":1500,""max"":2000}","Babysitter","$15.00","Graduate Degree","Yes",7,"Yes","Yes","No","Yes",NA,"Yes","Yes","Yes","Yes","No","Westfield",NA,"Yes",NA,NA,NA,"Yes","Yes","Yes","25-34",17.5
"ac2ce25e-50dc-5261-b1c3-5ad211cd7800","Berkshire",18587685,"No",NA,0,23,"female","01201","0","0",NA,"Babysitter",NA,NA,"No",2,"Yes","No","No","Yes",NA,"No","No","No","No","No","Pittsfield","Yes",NA,NA,NA,NA,NA,NA,NA,"18-24",0
"45d84aad-7e30-5be0-8dc8-74e7a0208814","Worcester",19863935,"No",NA,0,21,"female","01453","17","25",NA,"Babysitter",NA,NA,"No",5,"Yes","No","No","Yes",NA,"No","No","No","No","No","Leominster","Yes",NA,NA,NA,NA,NA,NA,NA,"18-24",21
"1a6c9a10-7253-52eb-9ee5-61263f7ef454","Franklin",20094190,"No",NA,0,32,"male","01376","18","25",NA,"Babysitter",NA,NA,"No",3,"Yes","No","No","Yes",NA,"No","No","No","No","No","Turners Falls","Yes",NA,NA,NA,NA,NA,NA,NA,"25-34",21.5
"230b3ca8-18dc-53bd-8b60-03ef572efd34","Berkshire",20389865,"No",NA,0,19,"female","01201","15","30","{""min"":1500,""max"":5000}","Nanny","$15.00","High School Degree","Yes",5,"Yes","Yes","No","Yes",1,"Yes","No","No","Yes","Yes","Allendale",NA,"Yes","Yes","Yes","Yes","Yes","Yes","Yes","18-24",22.5
"517f5dd0-de22-5cd9-80a8-c36e9655d408","Berkshire",17210576,"No",NA,0,23,"female","01201","11","15",NA,"Babysitter",NA,NA,"No",3,"Yes","No","No","Yes",NA,"No","No","No","No","No","Pittsfield","Yes",NA,NA,NA,NA,NA,NA,NA,"18-24",13
"828f38e8-769b-5a70-91b3-70d12edbe36f","Worcester",13612310,"No",NA,0,37,"female","01453","11","18",NA,"Babysitter",NA,"High School Degree","No",5,"Yes","No","No","Yes",1,"Yes","Yes","No","Yes","No","Leominster",NA,NA,NA,NA,"Yes","Yes",NA,"Yes","35-44",14.5
"029f4a1e-2215-551c-bb18-a8b874fc4adb","Worcester",15718908,"Yes",5,1,28,"female","01453","25","27","{""min"":2500,""max"":3000}","Babysitter","$25.00","Graduate Degree","Yes",7,"Yes","Yes","No","Yes",1,"No","Yes","Yes","Yes","Yes","Leominster",NA,"Yes",NA,"Yes","Yes","Yes","Yes","Yes","25-34",26
"4e60204d-a513-515a-a3d5-7b661e26fe57","Worcester",19753217,"No",NA,0,35,"female","01453","0","0",NA,"Babysitter",NA,NA,"No",4,"Yes","No","No","Yes",NA,"No","No","No","No","No","Leominster","Yes",NA,NA,NA,NA,NA,NA,NA,"35-44",0
"d5c8bd3b-245e-572c-9a20-c8f4864b61bb","Worcester",19036712,"No",NA,0,29,"female","01453","15","20",NA,"Babysitter",NA,NA,"No",2,"Yes","No","No","Yes",NA,"No","No","No","No","No","Leominster","Yes",NA,NA,NA,NA,NA,NA,NA,"25-34",17.5
"44020daa-1d69-50cf-b333-ffb18fef74aa","Franklin",18057624,"No",NA,0,23,"female","01301","15","25","{""min"":1300,""max"":2500}","Babysitter","$13.00","Some College","No",2,"Yes","No","No","Yes",1,"Yes","Yes","Yes","Yes","Yes","Greenfield",NA,"Yes","Yes","Yes","Yes","Yes","Yes","Yes","18-24",20
"b18b16a4-16f0-5e15-87e2-d089641fe768","Franklin",19292903,"No",NA,0,23,"female","01344","0","0",NA,"Babysitter",NA,NA,"No",4,"Yes","No","No","Yes",NA,"No","No","No","No","No","Erving","Yes",NA,NA,NA,NA,NA,NA,NA,"18-24",0
"220bac5d-1c9a-5b0f-bd87-55f39a28c934","Hampden",12422819,"No",NA,0,31,"female","01085","10","20",NA,"Babysitter",NA,"Some Graduate School","No",5,"Yes","No","No","Yes",NA,"Yes","Yes","Yes","Yes","No","Westfield",NA,NA,NA,NA,"Yes","Yes","Yes","Yes","25-34",15
"9e1f041c-ad80-5b83-b262-830d68174916","Worcester",18067135,"No",NA,0,59,"female","01453","15","20","{""min"":1500,""max"":2000}","Nanny","$15.00","Some College","No",23,"Yes","No","No","Yes",NA,"Yes","No","No","Yes","Yes","Leominster",NA,NA,NA,NA,"Yes",NA,"Yes","Yes","55-64",17.5
"2bc167fa-d6ea-5556-a5c0-4126f9e8602c","Berkshire",19387448,"No",NA,0,38,"female","01201",NA,NA,"{""min"":2500,""max"":3500}","Nanny","$25.00",NA,"No",17,"Yes","No","No","Yes",NA,"No","No","No","No","No","Pittsfield","Yes",NA,NA,NA,NA,NA,NA,NA,"35-44",NA
"c105a461-1f0e-5655-a720-07bc5ae02881","Hampshire",18229931,"No",NA,0,30,"female","01002","15","25","{""min"":1500,""max"":3500}","Nanny","$15.00","Some College","No",5,"Yes","Yes","No","Yes",1,"Yes","Yes","Yes","Yes","No","Amherst",NA,NA,"Yes",NA,"Yes","Yes",NA,"Yes","25-34",20
"6871d812-b8f9-5a4f-bb1d-3820913497d5","Berkshire",18549547,"No",NA,0,21,"female","01201","10","15",NA,"Babysitter",NA,NA,"No",4,"Yes","No","No","Yes",NA,"No","No","No","No","No","Pittsfield","Yes",NA,NA,NA,NA,NA,NA,NA,"18-24",12.5
"5883216e-848c-50e2-9ebe-8fee27afb79b","Hampden",19523634,"No",NA,0,22,"female","01085",NA,NA,"{""min"":2000,""max"":4000}","Nanny","$20.00",NA,"No",2,"Yes","No","No","Yes",NA,"No","No","No","No","No","Westfield","Yes",NA,NA,NA,NA,NA,NA,NA,"18-24",NA
"4bc2b755-bfa6-595f-9aa6-c807ccfe607f","Worcester",20402090,"No",NA,0,52,"female","01453","18","25","{""min"":0,""max"":0}","Nanny","$0.00","High School Degree","No",25,"Yes","No","No","Yes",NA,"Yes","No","No","Yes","No","Leominster","Yes",NA,NA,NA,NA,NA,NA,NA,"45-54",21.5
"4fcd3924-dc63-553a-937f-b5e1a11d4052","Hampshire",18740933,"No",NA,0,24,"female","01002","14","20",NA,"Babysitter",NA,NA,"No",2,"Yes","No","No","Yes",NA,"No","No","No","No","No","Amherst","Yes",NA,NA,NA,NA,NA,NA,NA,"18-24",17
"73d8a8d7-f5d7-5bee-8fb8-46221bc7184f","Franklin",19363894,"No",NA,0,28,"female","01349",NA,NA,"{""min"":1800,""max"":3000}","Nanny","$18.00",NA,"No",10,"Yes","No","No","Yes",NA,"No","No","No","No","No","Millers Falls","Yes",NA,NA,NA,NA,NA,NA,NA,"25-34",NA
"57e0a720-4c16-58db-a94a-af1c289f6853","Hampshire",18041505,"No",NA,0,24,"female","01002","20","35","{""min"":2000,""max"":3500}","Nanny","$20.00",NA,"No",2,"Yes","No","No","Yes",NA,"Yes","Yes","Yes","Yes","No","Amherst",NA,"Yes",NA,NA,"Yes","Yes","Yes","Yes","18-24",27.5
"76db1056-410f-536d-8d3c-19d168e169be","Worcester",20309602,"No",NA,0,21,"female","01453","20","30",NA,"Babysitter",NA,NA,"No",6,"Yes","No","No","Yes",NA,"No","No","No","No","No","Leominster","Yes",NA,NA,NA,NA,NA,NA,NA,"18-24",25
"ebfba7d5-85d4-5ab3-a35c-c36f197b2df6","Berkshire",20049169,"No",NA,0,20,"female","01201","18","25",NA,"Babysitter",NA,NA,"No",1,"Yes","No","No","Yes",NA,"No","Yes","Yes","Yes","No","Allendale",NA,"Yes",NA,NA,"Yes",NA,"Yes","Yes","18-24",21.5
"dc5633f3-5278-5cd8-980b-c5d6ec295eeb","Franklin",19145590,"No",NA,0,28,"female","01364","15","25",NA,"Babysitter",NA,NA,"No",0,"Yes","No","No","Yes",NA,"No","No","No","No","No","Orange","Yes",NA,NA,NA,NA,NA,NA,NA,"25-34",20
"eaf55456-6e45-5726-be15-f49f8fbec709","Hampshire",19406589,"No",NA,0,24,"female","01002","15","25",NA,"Babysitter",NA,"Some College","No",4,"Yes","Yes","No","Yes",NA,"Yes","No","No","No","No","Amherst",NA,"Yes","Yes",NA,"Yes","Yes","Yes","Yes","18-24",20
"9dc96b8d-e3d4-5889-b063-8d1ecf0aaf85","Hampden",18135443,"No",NA,0,26,"female","01085","18","30","{""min"":2000,""max"":3000}","Babysitter","$20.00","Graduate Degree","No",6,"Yes","Yes","No","Yes",1,"Yes","Yes","Yes","Yes","No","Westfield","Yes",NA,NA,NA,NA,NA,NA,NA,"25-34",24
"443658d9-a8bf-5168-93be-66565009289a","Hampden",17450457,"No",NA,0,22,"female","01085","20","30","{""min"":2000,""max"":2500}","Babysitter","$20.00","Some College","Yes",5,"Yes","Yes","No","Yes",1,"Yes","Yes","Yes","Yes","Yes","Westfield",NA,"Yes","Yes","Yes","Yes","Yes","Yes","Yes","18-24",25
"346f98ec-1c85-53e3-9a99-b595739b6046","Franklin",19168872,"No",NA,0,33,"female","01330","18","30","{""min"":1800,""max"":2500}","Babysitter","$18.00","High School Degree","No",11,"Yes","No","Yes","Yes",NA,"Yes","Yes","Yes","Yes","Yes","Ashfield",NA,"Yes",NA,"Yes","Yes","Yes","Yes","Yes","25-34",24
"d84da3d7-fd50-53ab-87ef-3b3a02191485","Hampshire",18749089,"No",NA,0,22,"female","01002",NA,NA,"{""min"":1500,""max"":2000}","Nanny","$15.00",NA,"No",7,"Yes","No","No","Yes",NA,"No","No","No","No","No","Amherst","Yes",NA,NA,NA,NA,NA,NA,NA,"18-24",NA
